,timestamp,tweet,label,sentiment
45,2022-03-02 17:53:51+00:00,after the booster vaccine,0,Negative
46,2022-05-14 14:00:48+00:00,after the booster vaccine use pfizer hand gel instead of using az,0.4939,Positive
47,2022-03-03 15:47:36+00:00,after the pfizer booster vaccine the gel hands have seen the forehead teaser,-0.25,Negative
48,2022-03-10 12:41:46+00:00,after the booster vaccine i m really willing to work overtime near the date it s really cool,0.3804,Positive
49,2022-03-10 09:00:26+00:00,after the booster vaccine it s great,0.6249,Positive
50,2022-03-07 12:43:05+00:00,after the booster vaccine kipi hahaha,0.5574,Positive
51,2022-03-03 12:02:30+00:00,after the booster vaccine the left and right gel are injected,0,Negative
52,2022-03-10 12:30:05+00:00,after the booster vaccine my hands hurt so much i just took a glass and didn t feel like my body was crushed,-0.5719,Negative
53,2022-03-08 13:03:52+00:00,after the booster vaccine my left hand is really sore i can t sleep on my left side,0.1045,Positive
54,2022-05-14 02:51:16+00:00,after the booster vaccine the doctor when i gave the injection didn t feel like it was too bad i blinked and then it was done right away hahahaha cool,0.0772,Positive
55,2022-03-09 13:34:02+00:00,after the booster vaccine this morning i don t feel the body gel i just feel sleepy in the afternoon it s like a syrup in the afternoon but now my head hurts really bad like pulling someone my feet are cold poool,-0.7461,Negative
56,2022-03-10 12:43:41+00:00,after the booster vaccine this afternoon why do you have aches and pains in your body,-0.5859,Negative
57,2022-05-19 08:23:34+00:00,after the booster vaccine the fever continues and now the default is sleepy,0,Negative
58,2021-12-16 09:31:20+00:00,after the personal dose of astrazeneca vaccine there are no side effects until the vaccine bombs friends let s forget the vaccine help with the order program so that it is face to face,0.4019,Positive
59,2021-11-25 04:43:49+00:00,after the vaccine the effect is like a url worm,0.3612,Positive
60,2021-12-18 14:55:45+00:00,after the vaccine the side effects are spoiled,0,Negative
61,2021-12-16 03:00:31+00:00,after the vaccine hopefully kipi,0.4019,Positive
62,2021-12-16 17:01:05+00:00,after the vaccine i purposely didn t sleep i was afraid of getting heavy before the test and then i didn t sleep i mean,0,Negative
63,2021-12-17 05:18:08+00:00,after the vaccine i m afraid of the effects of fever the solution for drinking paracetamol is fever,0.3182,Positive
64,2021-12-18 11:46:07+00:00,after the three vaccines the next day my menses is like a slam,-0.0258,Negative
65,2021-12-20 08:31:27+00:00,after the three-handed vaccine muhammad ali s fists are like a fever the body feels cold it s very cold at night when i sleep,0.3612,Positive
66,2022-03-10 15:04:42+00:00,after the booster vaccine my hands are really numb gosh it s on my neck,-0.4005,Negative
67,2021-12-14 23:16:55+00:00,after the three auto tepar vaccines are finished at home you move to make half die,-0.5994,Negative
68,2021-11-25 06:33:28+00:00,the vaccine event is over tomorrow s graduation rehearsal is broken once,-0.4767,Negative
69,2021-11-25 00:33:38+00:00,there is news of personal traffic accidents cases of tiredness and fatigue the effect of the vaccine from my friend who was my driver after the vaccine there was no severe effect but physically i get tired easily after resting,-0.4939,Negative
70,2022-03-10 09:26:22+00:00,there was yesterday the booster vaccine rsnd un dips vaccine the effect that feels really heavy on the body,0,Negative
71,2022-03-07 15:17:05+00:00,my sister in feb now booster vaccine using pfizer sardjito just come before morning hopefully it s still,0.4019,Positive
72,2022-03-07 07:06:23+00:00,my sister wants to hurry up because her body aches after the booster vaccine yesterday,-0.25,Negative
73,2022-03-10 10:37:40+00:00,my sister came home from work said i had the booster vaccine my sister is sore tomorrow you re sore in the morning it s gone brother i m good i ve had the vaccine in february it s a bummer,-0.5719,Negative
74,2022-03-07 06:58:12+00:00,bentakulu s relatives vaccinate against mela our brothers and sisters vaccinate in bentakulu too there are healthy facilities available there are booster vaccines mela vaccines are safe halal vaccines url,0.6808,Positive
75,2022-01-09 21:13:59+00:00,fair ma must order for free vaccine booster government urges review of booster plan pay url,0.6369,Positive
76,2022-01-09 08:49:47+00:00,fair order urge delay free booster vaccine url,0.5106,Positive
77,2022-01-09 09:03:10+00:00,fair order urge vaccinate free booster vaccine url free boostervaccine third dose booster vaccine,0.836,Positive
78,2022-03-03 14:29:03+00:00,oops i ll have a booster vaccine tomorrow right,0,Negative
79,2022-03-03 00:51:26+00:00,oops i ordered a booster vaccine again it s really bad jing,-0.5849,Negative
80,2021-11-25 06:34:23+00:00,oops the triple vaccine schedule is after a gin allergy,0,Negative
81,2022-03-10 15:24:28+00:00,oops pls haven t booster vaccine yet,0.0772,Positive
82,2022-03-03 04:51:42+00:00,aefi report jan pfizer dos primer booster sinovac dos primer booster az dos primer booster url,0,Negative
83,2021-12-09 07:57:51+00:00,afsel rotates pfizer news ihsg fly url,0,Negative
84,2021-12-20 09:40:16+00:00,covid vaccine booster agenda talk who advises to prevent immunity from going down url,0.0258,Negative
85,2022-03-10 12:38:18+00:00,aghhh salasa polsek booster vaccine margaasih direct info ti police car wins free cooking oil facta maa hoax,0.7096,Positive
86,2022-03-10 14:08:59+00:00,also even though i already got a booster vaccine ticket on march but grgr when it was positive it was postponed until may,0.5719,Positive
87,2022-01-09 11:45:35+00:00,ah after the booster vaccine the bomb drops vaccine was released,0.6124,Positive
88,2022-03-10 13:22:56+00:00,ah if it s true my head hurts so much after the booster vaccine uh look at the duo i m sorry i ve given up on drama,-0.1531,Negative
89,2022-03-07 05:55:47+00:00,ah the moron actually knows wkwkwk well choose the one who participates okay the vaccine is just a booster,-0.0516,Negative
90,2022-03-02 12:37:08+00:00,ahh sinovac after eating was surprised if the astra self booster was strong because of the after effect,0.6369,Positive
91,2022-05-21 03:31:13+00:00,heterologous covid booster vaccine effectiveness analyst for sinovac using azd oxford-astrazeneca bntb pfizer-biontech url,0,Negative
92,2021-11-24 10:25:06+00:00,experts on the effects of the covid vaccine you know if the body is right i measure it and the effect is slow sorry,-0.0772,Negative
93,2021-12-15 10:08:46+00:00,ashiaaap vaccine three for strong antibodies,0.5106,Positive
94,2022-03-03 16:54:04+00:00,aight get a booster let s boost tomorrow the blood pressure will be the most like a vaccine wkwkwk url,0.5095,Positive
95,2021-11-24 09:53:52+00:00,aikk levels are suitable for the country s vaccines but in the case of vaccine deaths the cobid test x results in death because of the long effect of the cobid vaccine hurmmm,-0.7469,Negative
96,2021-12-16 12:18:35+00:00,aja bruh kipi post-vaccination vaccines are not effective,-0.3724,Negative
97,2022-03-10 10:03:49+00:00,have you eaten dinner btw sis terry salty have you had the booster vaccine,0,Negative
98,2022-03-03 16:08:04+00:00,have you injected the booster vaccine,0,Negative
99,2022-03-03 05:38:10+00:00,just the side effects of the covid booster vaccine see the infographic below check the complete url,0,Negative
100,2022-01-08 09:11:34+00:00,just booster vaccines are safe and effective for the body s immunity,0.7184,Positive
101,2022-03-03 15:13:58+00:00,just a booster vaccine but not yet,0,Negative
102,2022-05-19 02:47:57+00:00,take the booster vaccine with mom so that when the city semester holiday comes why don t you doubt it i m afraid of a fever please shine bright,0.6597,Positive
103,2022-05-19 08:07:20+00:00,teach the process of forming vaccine antibodies a post-vaccination reaction occurs,0,Negative
104,2022-05-21 12:32:05+00:00,the booster vaccine is really great maayaallah,0.659,Positive
105,2022-01-09 14:31:23+00:00,academic letter writes jokowi research institute returns brin petisibrin returnskaneijkman petisibrin returnsbarunajaya eijkman barunajaya petition url,0,Negative
106,2022-05-14 00:54:06+00:00,at the end of the day a lot of people get covid this time the booster vaccine is considered to have been hit,0,Negative
107,2022-05-17 04:40:55+00:00,finally finished moderna vaccine booster,0,Negative
108,2022-03-07 13:33:37+00:00,finally a booster vaccine certificate,0,Negative
109,2022-05-20 04:05:43+00:00,finally a booster vaccine,0,Negative
110,2022-05-21 16:24:19+00:00,aksjskskakaka i feel like i ve run out of booster vaccines it sucks,0,Negative
111,2022-01-09 03:14:21+00:00,actress betty white just received a booster for covid vaccine url,0,Negative
112,2022-03-03 15:11:33+00:00,i use low booster vaccination clear maros health card maros url get maros district booster vaccine low no if people take vaccination url url,-0.4215,Negative
113,2021-11-24 04:09:53+00:00,kipi kipi s account has closed the secret of the identity of the dead comorbid the boss of the vaccine is very effective yes the name,0.2666,Positive
114,2021-12-20 08:27:19+00:00,my account is a month old follower since the booster stage of the vaccine capt now thank you capt greetings captnadjibfriends hope you are healthy and happy,0.9274,Positive
115,2022-05-14 04:20:26+00:00,god isn t a boss just force a good booster if the booster vaccine takes a strong immune system against the indonesian virus only people who complain about giving vaccines,0.8555,Positive
116,2021-11-25 06:55:31+00:00,in the nature of immunization the price of variation depends on immunization using a product that vaccinates children or not it s still expensive it s not a month or so it s only that much in cm but i forgot when the vaccine was different the rs was also different in price,0,Negative
117,2021-11-24 22:55:33+00:00,natural kipi die not highlight the media say healthy vaccines in-depth evaluationvaccines in-depth evaluationvaccines url,-0.1867,Negative
118,2022-05-17 00:11:04+00:00,when you wake up in the morning you get more sleep fine brekky and bestie chasing the booster vaccine flight,0.2682,Positive
119,2022-05-14 05:37:43+00:00,the reason is not the booster vaccine the benefits are already getting hotter by people like this,0.6249,Positive
120,2021-11-25 06:55:15+00:00,the basis for using local vaccines urges indonesia to be truly sovereign in full need of vaccines domestic vaccines are urgently needed with a planned order for a booster at the national parliament,0.4404,Positive
121,2021-12-14 05:09:10+00:00,the priority of the ministry of health for the corona vaccine sinovac sunti children aged coilnews url,0,Negative
122,2022-03-10 18:03:51+00:00,the reason is that the booster vaccine business is still tasty the money for milu has run out i m afraid it won t ring with changing cabinets,0.5719,Positive
123,2022-01-09 23:25:51+00:00,thank god the date for the booster vaccine is pon dos az dos az boosters az url,0.5574,Positive
124,2022-05-19 03:57:19+00:00,thank god people are aware of vaccination even though it is wise to dry the mask of president joko widodo the nation is progressing url,0.7717,Positive
125,2021-12-17 14:16:29+00:00,thank god after the pfizer kipi vaccine tv appeared,0.5574,Positive
126,2021-12-18 14:25:33+00:00,thank god america donates pfizer type of covid vaccine million doses of the indonesian government effective vaccination against the pandemic the effort to overcome the pandemic url,0.7717,Positive
127,2022-03-07 16:34:44+00:00,thank god lecturer student stie indragiri booster dose iii thank you indragiri hulu regency government health service indragiri hulu regency health center ayovaccine stopcovid stieijaya url,0.7269,Positive
128,2022-05-14 04:47:04+00:00,thank god there s no vaccine let alone a booster using a booster at home watching tv,0.1027,Positive
129,2022-03-10 20:28:52+00:00,thank god i got the booster hopefully ibra will spread it,0.743,Positive
130,2022-03-07 14:36:42+00:00,thank god moms and dads have had the booster vaccine they ve calmed down,0.7351,Positive
131,2021-11-25 01:09:00+00:00,thank god the booster matched there was no side effect the bad effect was released from the fever,-0.2732,Negative
132,2022-05-19 02:49:00+00:00,thank god the indonesian people are aware of vaccinations hopefully indonesia will be free from covid jokowi the nation will progress url,0.9081,Positive
133,2021-12-09 08:36:57+00:00,thank god my father has boosted myself only brother and sister just along with az with pfizer url,0.7269,Positive
134,2021-11-25 06:56:46+00:00,alhamdulillah morning tun dr mahathir safely completed the fierce dose of the covid vaccine he agreed to understand tun siti hasmah that tun dr mahathir experienced serious side effects after vaccination in good health url,0.7845,Positive
135,2022-03-03 10:45:40+00:00,thank god the family of dewe gaonok sing positive for corona wes pindo pindo vaccine ibuk wes booster vaccine lek onok sings koyok don t worry diece come here,0.6486,Positive
136,2022-03-07 07:10:32+00:00,thank god the url booster vaccine is finished,0.5574,Positive
137,2022-03-07 10:08:12+00:00,thank god i got the booster vaccine don t worry all urls are safe,0.5574,Positive
138,2022-03-10 09:43:30+00:00,thank god this afternoon i got a booster vaccine from work so it s super saia,0.8307,Positive
139,2022-05-21 01:57:22+00:00,thank god booster vaccine,0.5574,Positive
140,2022-03-07 19:13:43+00:00,thank god the booster vaccine didn t work,0.5574,Positive
141,2022-03-07 10:49:34+00:00,alhamdulillah booster vaccine hope you are healthy amen,0.6808,Positive
142,2022-05-19 03:50:58+00:00,thank god the tualang booster vaccine,0.5574,Positive
143,2021-12-19 06:15:08+00:00,thank god the booster dose of covid vaccine is pfizer dose of az,0.5574,Positive
144,2021-11-24 06:46:44+00:00,thank god the vaccine doesn t have any side effects,0.5574,Positive
145,2022-01-08 09:39:27+00:00,all england open mandatory booster different types of vaccine withdraw or bad canceled postapioned,-0.4939,Negative
146,2021-12-15 17:04:27+00:00,deceased suffers from kipi myocarditis due to c vaccine,-0.4767,Negative
147,2022-05-14 10:54:14+00:00,alright nan ah after yesterday s booster it hurt didn t make sure to take a paracetamol i had a fever yesterday after the vaccine got to work,-0.0258,Negative
148,2022-03-02 14:13:02+00:00,sinovac booster pfizer alumni are rushing right away besti,0,Negative
149,2022-05-19 02:11:52+00:00,safe booster vaccine guys,0.4404,Positive
150,2022-03-03 02:13:00+00:00,safe health mister ministry of health official sinopharm vaccine regimen booster vaccine url,0.4404,Positive
151,2021-12-19 09:34:10+00:00,is it safe for the prc vaccine to rarely kipi because it only contains mineral water,0.4404,Positive
152,2022-05-19 01:36:21+00:00,is it safe or not you know it s not a direct booster vaccine,0.4404,Positive
153,2021-12-16 11:13:52+00:00,safe effective the majority of kipi become part of post-immunization on a mild scale seroconversion fever antibody development reaches a percentage of immunogenicity that the vaccine can prevent disease from reaching,0.7964,Positive
154,2022-01-08 08:24:50+00:00,safe for transmission of covid total booster x vaccine prevent infection protect from severe symptoms if you get covid it s a little ticklish mild symptoms,0.4588,Positive
155,2022-01-08 11:13:14+00:00,safe effective immune booster vaccine,0.802,Positive
156,2022-01-08 11:13:29+00:00,safe effective immune booster vaccine url,0.802,Positive
157,2022-03-10 11:35:26+00:00,safe pfizer teen booster vaccine url,0.4404,Positive
158,2022-03-10 15:48:34+00:00,safe pfizer teen booster vaccine url url,0.4404,Positive
159,2022-01-08 10:06:50+00:00,take the pfizer vaccine l got to take a booster i don t have to take it fast,0,Negative
160,2022-03-03 02:53:37+00:00,take a booster for example if family members get sick like after taking a booster people with nasal bridges are delicious when they say vaccines vaccines take no side effect booster,0.1779,Positive
161,2022-03-07 12:01:59+00:00,take the sinovac vaccine first dose and second dose then booster take pfizer thank god you live long,0.5574,Positive
162,2021-11-25 06:51:38+00:00,what kind of sputnik egypt vaccine do you take,0,Negative
163,2022-03-07 08:16:38+00:00,take the one who created the virus you must be busy viral anti booster sentiment anti virus vaccine it s really humans who created the power of god not the ones who allow evil humans to come to this world,-0.4588,Negative
164,2022-03-03 18:07:40+00:00,you tend to be pro-vaccine yes please take a satisfied booster until you order the vaccine to study the effect of the vaccine on the body good luck,0.9136,Positive
165,2022-05-21 02:43:43+00:00,children as booster vaccines use pfizer jokowi s infrastructure is good,0.4404,Positive
166,2022-05-21 02:06:38+00:00,child as booster vaccine using pfizer jokowi infrastructure good url,0.4404,Positive
167,2022-05-21 02:47:10+00:00,children as booster vaccines use pfizer url jokowi infrastructure is good,0.4404,Positive
168,2022-05-19 07:49:56+00:00,children below who have x booster vaccines are wise children who are eligible for pcr vaccines enter indonesia,0.4767,Positive
169,2022-01-08 12:11:56+00:00,baby children don t take the vaccine dose go check-up kk month must get vaccinated cam immunize who forces to take the offended vaccine want to kill the booster dose that s annoying af,-0.765,Negative
170,2022-03-09 13:39:38+00:00,cindy s child in bandung is tight huhu it s really nice to meet you you ve got a vaccine you know it s a booster time so cindy,0.4754,Positive
171,2021-12-19 03:50:03+00:00,children get the negative effects of vaccines don t stop vaccines for children research on the effects of vaccines on children stop vaccines for children,-0.7964,Negative
172,2021-12-16 10:00:02+00:00,sick child with fever receives the covid vaccine knows the solution url,-0.25,Negative
173,2021-12-18 11:07:57+00:00,the child plans to vaccinate on tuesday at school what is the history of kipi who has been vaccinated in depok what s up,0,Negative
174,2021-11-25 06:34:43+00:00,healthy children need strong antibody vaccine day vaccine,0.7184,Positive
175,2021-11-25 06:29:14+00:00,healthy children need strong antibody vaccines liver vaccines sick children need extra care,0.7096,Positive
176,2021-11-25 06:30:45+00:00,healthy children need strong antibody vaccines liver vaccines sick children need extra care healthy children strong regeneration url,0.8979,Positive
177,2022-05-21 07:44:38+00:00,kids as age booster covid vaccine indonesia url covid covid url,0,Negative
178,2022-05-14 23:12:31+00:00,children aged pcr vaccines for indonesian domestic planes their parents have booster official info no vaccines worry about malls near hi jakarta booster parents but refuse to enter the mall tx,-0.2732,Negative
179,2021-12-20 07:45:08+00:00,children who are actively vaccinating for covid vaccines for children aged year sinovac vaccines like the police in collaboration with the sub-district head of puskesamas banjarsari puskesmas sukaindah sdn sukaindah sdn banjarsari,0.5859,Positive
180,2021-11-25 05:23:50+00:00,real analysis of official data from kipi as vaers vaccine batch number hanging difference effect hanging difference batch number human experiment vaccine composition teaching difference effect url,0.1531,Positive
181,2021-11-24 09:15:55+00:00,threatens to cut off the partner s sustenance friend s cc vaccine how is it that shopee is responsible for the kipi dead fcuksin url,-0.5423,Negative
182,2022-05-21 14:07:27+00:00,threatening to continue to regulate administration set up business offices for work btw employees at the puskesmas just don t refuse the mandatory vaccine application booster data that has not been forced,-0.4253,Negative
183,2022-03-03 04:17:07+00:00,it s really weird i dream of a forced booster vaccine after i ve finished my bicycle i continue to walk the same way but i m confused i ve been forced to fear the booster vaccine the chip is really freak the vaccinator knows you ve touched your cheek you don t feel like someone is missing because of covid,-0.9513,Negative
184,2022-03-07 13:11:37+00:00,it s weird that i ve been vaccinated using a booster but got vaccinated,-0.09,Negative
185,2021-11-25 06:31:08+00:00,commission ix member of dpr ri saleh daulay urges orders for domestically produced vaccines,0,Negative
186,2021-11-25 06:49:21+00:00,commission ix member of dpr ri saleh daulay urges orders for locally produced vaccines confident that they can be of more benefit in the face of the covid pandemic,0.7574,Positive
187,2021-11-25 06:50:36+00:00,commission ix member of dpr ri saleh partaonan daulay urges orders for vaccines produced by the country for local production believes in the benefits of dpr for the country listening to people s aspirations url,0.3818,Positive
188,2021-11-25 06:55:17+00:00,commission ix member of dpr ri saleh partaonan daulay urges orders for vaccines produced in the country for local production confident of the benefits of imported vaccines dpr for the country listens to people s aspirations url,0.7003,Positive
189,2021-11-25 06:36:34+00:00,member of commission ix of dpr ri saleh daulay party urges orders for vaccines produced by the country because,0.4019,Positive
190,2022-01-09 09:08:00+00:00,member of commission ix sri meliyana value looking for mechanism such as booster vaccination january plan vaccinebooster url,0.34,Positive
191,2022-05-19 03:38:22+00:00,members of the satlantas polsek dayu seems safe to work on the mass booster vaccine in the argosari dayu village thursday url,0.4404,Positive
192,2021-12-09 06:04:16+00:00,pfizer biontech generally receives a dose of protective vaccine against the covid omicron variant,0,Negative
193,2022-03-10 16:09:23+00:00,take a gallon when the gas is installed the light bulb plus your booster vaccine has been,0,Negative
194,2022-03-10 08:57:09+00:00,residents interest is low the health office of dki jakarta residents choose vaccine url,0.2263,Positive
195,2022-03-10 10:19:11+00:00,anj in a red shirt come on i ve had the booster vaccine,0,Negative
196,2022-05-19 07:37:56+00:00,also my body is dropping because the booster vaccine is really great,0.659,Positive
197,2022-03-07 13:17:57+00:00,hopefully tomorrow my booster vaccine,0.4019,Positive
198,2022-03-10 09:51:34+00:00,when i run out of the brain booster vaccine i m a little uncomfortable wkwk,-0.3197,Negative
199,2021-12-16 09:11:23+00:00,the dog who gave the injection on day d has had side effects and is subject to criminal law new zealand url,-0.5267,Negative
200,2022-03-10 13:18:09+00:00,this is a booster vaccine that doesn t make you feel well,0.2732,Positive
201,2022-03-07 11:03:54+00:00,anjirrr woyyy go ahead kelennn i have the booster vaccine yet url,0,Negative
202,2022-03-10 16:45:58+00:00,it s really painful to the hands of the booster vaccine injections,-0.4927,Negative
203,2022-03-08 07:31:35+00:00,dogs are used as children if now there s a booster vaccine film for kids too,0,Negative
204,2021-12-17 15:16:31+00:00,anti-vaccine for children liver for vaccines the effect on children,0,Negative
205,2022-01-08 21:46:40+00:00,anti-vaccine anti-forced vaccine really good vaccine tantakal covid anti-covid medicine supports booster,0.6901,Positive
206,2022-05-21 06:02:39+00:00,antigen t t ga booster vaccine do ain ya moots hope it s negative hope it goes well for me tomorrow,0.4939,Positive
207,2021-12-16 06:28:02+00:00,the anti-vaccine dose has been taken he has to be followed up by the doctor this month fathom forced to take three things no effect,-0.6369,Negative
208,2022-05-21 10:15:33+00:00,it s anti-vaccination it s because the vaccine booster times the vaccine asn work relationship uploading the family card in the work application,0,Negative
209,2022-05-19 02:04:26+00:00,queuing up for the booster vaccine at the salatiga police station a cute cute doctor sadly isilop masbabudah the rabies vaccine,0.4939,Positive
210,2022-05-14 13:35:35+00:00,enthusiasm in the morning the community fostered wbp tanjung raja prison ministry of law and human rights south sumatra participate in the third stage of the vaccine booster title of the tanjung raja prison meeting hall wednesday lpkapalembang,-0.5719,Negative
211,2022-05-19 02:20:09+00:00,enthusiastic residents of the village of ponolawen the sub-district head of the session participated in the booster vaccine url,0.4939,Positive
212,2022-05-19 05:07:13+00:00,anu nderr polban must have a booster vaccine don t swab like that first,0.3612,Positive
213,2022-05-20 00:53:29+00:00,anya usually the bus goes to sby at night take care of going home booster vaccine pastine indonesia healthy great prevents hepatitis,0.8834,Positive
214,2021-12-16 06:22:01+00:00,there is a vaccine effect dog after coming home from campus in the morning,0,Negative
215,2022-03-03 17:52:00+00:00,what is the theme of awk vaccine booster tax split when awk sells kueh kacang kueh kueh kuning url,0,Negative
216,2021-12-22 12:00:45+00:00,what s really wrong with the ex crush chat how do you get rid of the hbs vaccine gel i don t know if i get the sinovac vaccine,-0.6115,Negative
217,2021-11-25 06:36:09+00:00,moreover i m also on after the high-dose vaccine,0,Negative
218,2022-05-14 05:05:56+00:00,after all after this booster vaccine it hurts in the armpit there are lymph nodes against the virus until the armpit becomes sick,-0.7506,Negative
219,2022-01-09 08:49:53+00:00,state budget economist urges free order booster vaccine url,0.5106,Positive
220,2022-01-09 08:04:06+00:00,state budget economist urges government free booster vaccine url free booster vaccine third dose boostercovid vaccine,0.765,Positive
221,2022-03-10 11:53:18+00:00,what are you doing tomorrow i m going to have a booster vaccine aaa,0,Negative
222,2022-01-08 12:17:07+00:00,what s the point of the human who doesn t want a booster shot isn t this noisy what s left of the x booster vaccine as the time of the vaccine was the covid specimen that was reviewed by the latest omicron there was a very mutation really anti body then it went down the lps month still the virus,-0.5317,Negative
223,2022-03-07 09:25:01+00:00,it s a shame to get info on the booster mall jakarta vaccine it s definitely in via phone the results come directly to the location you know the name of the mall,-0.1027,Negative
224,2022-05-17 00:24:47+00:00,the care for protection application appears kaka vaccine x booster,0.4939,Positive
225,2022-05-21 16:14:24+00:00,what are you going to do i ve had a booster vaccine,0,Negative
226,2022-05-21 13:10:01+00:00,what about nattawin why can t you see that i m already strong and the booster vaccine is really handsome,0.7778,Positive
227,2021-12-16 06:51:23+00:00,i m paralyzed i m draining the high dose effect of being vaccinated this morning,0,Negative
228,2021-12-19 08:49:16+00:00,i ve had the sinovac vaccine you re feeling the effects because i m menstruating,0.128,Positive
229,2022-05-14 08:40:52+00:00,the direction of the booster immediately says the booster is fast the office is thank god the diacc is good where is it not plugged in the nose the booster already knows is it easy to vaccinate a smile,0.8979,Positive
230,2021-12-17 06:56:48+00:00,direction of the president to anticipate covid omnicron url,0,Negative
231,2022-05-17 04:43:40+00:00,are you ready to come back home leaked cakmin let s booster vaccine greetings baya url,0.4588,Positive
