,Unnamed: 0,timestamp,Tweet,translated_tweet
41,8049,2022-03-10 11:37:34+00:00,abis vaksin booster lengan w asa kaya digelantungin tuyul dah gel banget sampe gabisa digerakin,"After the booster vaccine, the arm w asa is like being hung by a tuyul, it's so gelled that it can't be moved"
42,7863,2022-03-10 13:33:53+00:00,abis vaksin booster melehoy gin badan,after the booster vaccine melts the body gin
43,14123,2022-05-19 02:12:38+00:00,abis vaksin booster nih,after the booster vaccine
44,3274,2022-01-09 12:38:20+00:00,abis vaksin booster nii bom bole mandi majikan url,"after the booster vaccine, the bomb can take a shower, the employer url"
45,4913,2022-03-02 17:53:51+00:00,abis vaksin booster nyut,after the booster vaccine
46,10296,2022-05-14 14:00:48+00:00,abis vaksin booster pake pfizer tangan gel banding pake az,"after the booster vaccine, use pfizer hand gel instead of using az"
47,4227,2022-03-03 15:47:36+00:00,abis vaksin booster pfizer tangan gel abis liat teaser jidat anget,"After the pfizer booster vaccine, the gel hands have seen the forehead teaser"
48,7940,2022-03-10 12:41:46+00:00,abis vaksin booster rela banget ngelembur dekat tgl emang keri,"After the booster vaccine, I'm really willing to work overtime near the date, it's really cool"
49,8313,2022-03-10 09:00:26+00:00,abis vaksin booster sange yah,"after the booster vaccine, it's great"
50,6975,2022-03-07 12:43:05+00:00,abis vaksin booster siang kipi hahaha,"After the booster vaccine, Kipi hahaha"
51,4408,2022-03-03 12:02:30+00:00,abis vaksin booster suntik kiri gel kanan sih,"After the booster vaccine, the left and right gel are injected"
52,7968,2022-03-10 12:30:05+00:00,abis vaksin booster tangan gue nyeri banget ngambil gelas aja kaga teng badan asa remuk,"After the booster vaccine, my hands hurt so much I just took a glass and didn't feel like my body was crushed"
53,9561,2022-03-08 13:03:52+00:00,abis vaksin booster tangan kiri gel banget gabisa bobo miring kiri,"After the booster vaccine, my left hand is really sore, I can't sleep on my left side"
54,10768,2022-05-14 02:51:16+00:00,abis vaksin booster tadi dokter pas nyuntik tu ga asa samsek kek banget gue ngedip terus udah lgsg beres anjir hahahahha keren,"After the booster vaccine, the doctor, when I gave the injection, didn't feel like it was too bad, I blinked and then it was done right away hahahaha, cool"
55,9199,2022-03-09 13:34:02+00:00,abis vaksin booster tadi pagi tidak rasa gel badan aja siang ngantuk pol kaya sirep sore aja eh sekarang kepala sakit banget berat kaya tarik org rada sumeng kaki dingin poool,"After the booster vaccine this morning, I don't feel the body gel, I just feel sleepy in the afternoon, it's like a syrup in the afternoon, but now my head hurts really bad, like pulling someone, my feet are cold, poool"
56,7933,2022-03-10 12:43:41+00:00,abis vaksin booster tadi siang napa linu gin ya badan,"After the booster vaccine this afternoon, why do you have aches and pains in your body"
57,13804,2022-05-19 08:23:34+00:00,abis vaksin booster terus demam terus sekarang bawaanny ngntukan,"After the booster vaccine, the fever continues and now the default is sleepy"
58,1887,2021-12-16 09:31:20+00:00,abis vaksin dosis astrazeneca pribadi gaada efek samping dosis sampe temen-temen bom vaksin ayo lupa vaksin bantu program perintah biar face to face,"after the personal dose of astrazeneca vaccine, there are no side effects, until the vaccine bombs friends, let's forget the vaccine, help with the order program so that it is face to face"
59,7346,2021-11-25 04:43:49+00:00,abis vaksin efek nya kayak orang cacing url,"After the vaccine, the effect is like a url worm"
60,1271,2021-12-18 14:55:45+00:00,abis vaksin kali efek samping nya pen manja manja,"After the vaccine, the side effects are spoiled"
61,2936,2021-12-16 03:00:31+00:00,abis vaksin moga kipi,after the vaccine hopefully kipi
62,2806,2021-12-16 17:01:05+00:00,abis vaksin sengaja ga tidur takut kipi berat jelang uji terus sampe ga tidur tuh maksud,"After the vaccine, I purposely didn't sleep, I was afraid of getting heavy before the test and then I didn't sleep, I mean"
63,1730,2021-12-17 05:18:08+00:00,abis vaksin takut efek demam solusi minum paracetamol demam wk,"After the vaccine, I'm afraid of the effects of fever. The solution for drinking paracetamol is fever"
64,2197,2021-12-18 11:46:07+00:00,abis vaksin tiga terus besok nya mens badan kayak banting banting,"After the three vaccines, the next day my menses is like a slam"
65,981,2021-12-20 08:31:27+00:00,abis vaksin yang tiga tangan kek tinju muhammad ali badan meriang sakit malem dingin banget pas tidur,"After the three-handed vaccine, Muhammad Ali's fists are like a fever, the body feels cold, it's very cold at night when I sleep"
66,7734,2022-03-10 15:04:42+00:00,abiss vaksin booster tangan guaa kebass bangett astagaaa nyampee leher,"After the booster vaccine, my hands are really numb, gosh it's on my neck"
67,2511,2021-12-14 23:16:55+00:00,abs vaksin tiga auto tepar dlam rumah mo gerak bkin stengah mati,"After the three auto tepar vaccines are finished at home, you move to make half die"
68,52,2021-11-25 06:33:28+00:00,acara vaksin beres besok gladi wisuda remuk xekali,"The vaccine event is over, tomorrow's graduation rehearsal is broken once"
69,7366,2021-11-25 00:33:38+00:00,ad berita laka lintas kendara pribadi case lelah antuk besit efek vaksin dri tmn saya yang driver aku stlh vaksin tidak ad efek parah tapii fisik jadii mudah lelah sdh istirahat,"there is news of personal traffic accidents, cases of tiredness and fatigue, the effect of the vaccine from my friend, who was my driver, after the vaccine, there was no severe effect, but physically, I get tired easily after resting"
70,8272,2022-03-10 09:26:22+00:00,ada kemaren vaksin booster rsnd un dips vaksin efek yang rasa berat banget tubuh kah,there was yesterday the booster vaccine rsnd un dips vaccine the effect that feels really heavy on the body
71,6859,2022-03-07 15:17:05+00:00,adekku feb kmrn vaksin booster pake pfizer sardjito lgsg dtg aja sbelum jam pagi moga masih,"my sister in feb now booster vaccine using pfizer sardjito just come before morning, hopefully it's still"
72,7267,2022-03-07 07:06:23+00:00,adik ku ijin cepet karna badan nya linu abus vaksin booster kemarin,my sister wants to hurry up because her body aches after the booster vaccine yesterday
73,8162,2022-03-10 10:37:40+00:00,adik pulang kerja bilang udah vaksin booster adik besok pegal badan loh udah pegal pagi hilang adik mantap gua mah udah februari vaksin az nyebelin,"my sister came home from work said I had the booster vaccine, my sister is sore tomorrow, you're sore in the morning, it's gone, brother, I'm good, I've had the vaccine in February, it's a bummer"
74,7270,2022-03-07 06:58:12+00:00,adik sanak warga bentidakulu la vaksinasi mela adik sanak kito vaksinasi bentidakulu jugo la sedia fasilitas sehat ado vaksin booster loh mela vaksin vaksin aman halal url,"Bentakulu's relatives vaccinate against Mela, our brothers and sisters vaccinate in Bentakulu, too. There are healthy facilities available, there are booster vaccines, mela vaccines are safe halal vaccines url"
75,3184,2022-01-09 21:13:59+00:00,adil ma wajib perintah ntuk gratis booster vaksin perintah desak kaji ulang rencana booster bayar url,fair ma must order for free vaccine booster government urges review of booster plan pay url
76,3365,2022-01-09 08:49:47+00:00,adil perintah desak tunda gratis vaksin booster url,fair order urge delay free booster vaccine url
77,3359,2022-01-09 09:03:10+00:00,adil perintah desak tunda gratis vaksin booster url vaksinbooster gratiskanvaksinbooster divaksindosisketiga,fair order urge vaccinate free booster vaccine url free boostervaccine third dose booster vaccine
78,4288,2022-03-03 14:29:03+00:00,aduh besok gue vaksin booster ga ya,"Oops, I'll have a booster vaccine tomorrow, right?"
79,4867,2022-03-03 00:51:26+00:00,aduh gue suruh vaksin booster lg mls banget jing,"Oops, I ordered a booster vaccine again, it's really bad jing"
80,43,2021-11-25 06:34:23+00:00,aduh jadwal vaksin tiga abis alergi gin,"Oops, the triple vaccine schedule is after a gin allergy"
81,7702,2022-03-10 15:24:28+00:00,aduh pls belum vaksin booster,Oops pls haven't booster vaccine yet
82,5027,2022-03-03 04:51:42+00:00,aefi lapor jan pfizer dos primer booster sinovac dos primer booster az dos primer booster url,aefi report jan pfizer dos primer booster sinovac dos primer booster az dos primer booster url
83,443,2021-12-09 07:57:51+00:00,afsel gilir pfizer kabar ihsg terbang url,afsel rotates pfizer news ihsg fly url
84,778,2021-12-20 09:40:16+00:00,agenda booster vaksin covid bincang who saran cegah turun kebal url,Covid vaccine booster agenda talk who advises to prevent immunity from going down url
85,7950,2022-03-10 12:38:18+00:00,aghhh salasa vaksin booster polsek margaasih info langsung ti mobil polsek menang minyak goreng gratis faktana maa hoax,"aghhh salasa polsek booster vaccine margaasih direct info ti police car wins free cooking oil, facta maa hoax"
86,7815,2022-03-10 14:08:59+00:00,ah ajuga padahal uda dpt tiket vaksin booster tanggal maret tapi grgr wkt positif jadi undur ampe mei,"also, even though I already got a booster vaccine ticket on March, but grgr when it was positive, it was postponed until May"
87,3293,2022-01-09 11:45:35+00:00,ah elah udah vaksin booster aja vaksin tetes bom rilis,"Ah, after the booster vaccine, the bomb drops vaccine was released"
88,7873,2022-03-10 13:22:56+00:00,ah kalo beneran gin haduh kepala sakit banget abis vaksin booster eh lihat duo kuyang drama haduh nyerah dah,"Ah, if it's true, my head hurts so much after the booster vaccine, uh, look at the duo, I'm sorry, I've given up on drama."
89,7320,2022-03-07 05:55:47+00:00,ah kampret sebenernya tau wkwkwkw iyauda pilih yang turut oke aja vaksin sih yang booster aja,"Ah, the moron actually knows wkwkwk, well, choose the one who participates, okay, the vaccine is just a booster"
90,5052,2022-03-02 12:37:08+00:00,ahh sinovac ndah makan kaget kl ya booster astra diri kuat karna rasa after efek wkwk,ahh sinovac after eating was surprised if the astra self booster was strong because of the after effect
91,16431,2022-05-21 03:31:13+00:00,ahli analis efektivitas vaksin covid booster heterolog guna sinovac pakai azd oxford-astrazeneca bntb pfizer-biontech url,Heterologous covid booster vaccine effectiveness analyst for Sinovac using azd oxford-astrazeneca bntb pfizer-biontech url
92,7412,2021-11-24 10:25:06+00:00,ahli efek jantidaka vaksin covid loh atas kalo tubuh ya sayaukur kmdn efek lambat sesal,"Experts on the effects of the covid vaccine, you know, if the body is right, I measure it, and the effect is slow, sorry"
93,2466,2021-12-15 10:08:46+00:00,ahsiaaappp vaksin tiga biar stronh anti bodi,ashiaaap vaccine three for strong antibodies
94,4198,2022-03-03 16:54:04+00:00,aight dapet booster mari ngebooster besok paling drama tensi darah kek vaksin wkwkwk url,aight get a booster let's boost tomorrow the blood pressure will be the most like a vaccine wkwkwk url
95,7415,2021-11-24 09:53:52+00:00,aikk kadar cocok vaksin negara dah tapi kes mati vaksin ujikaji kobid x kesan mati sbb long efek vaksin kobid hurmmm,"aikk levels are suitable for the country's vaccines, but in the case of vaccine deaths, the cobid test x results in death because of the long effect of the cobid vaccine, hurmmm"
96,2860,2021-12-16 12:18:35+00:00,aja bruh kipi post vaksin vaksinasi yang untidakit,aja bruh kipi post-vaccination vaccines are not effective
97,8213,2022-03-10 10:03:49+00:00,aja dah makan malem btw kak terry asin sudah vaksin booster kah,Have you eaten dinner btw sis terry salty have you had the booster vaccine?
98,4218,2022-03-03 16:08:04+00:00,aja dah suntik vaksin booster,Have you injected the booster vaccine?
99,4690,2022-03-03 05:38:10+00:00,aja sih efek samping vaksin booster covid simak infografik bawah ya cek lentidakap url url,"just the side effects of the covid booster vaccine, see the infographic below, check the complete url"
100,4003,2022-01-08 09:11:34+00:00,aja vaksin booster aman efektif tintidakat imunitas tubuh,Just booster vaccines are safe and effective for the body's immunity
101,4249,2022-03-03 15:13:58+00:00,aja w vaksin booster tapi belum,just a booster vaccine but not yet
102,14059,2022-05-19 02:47:57+00:00,ajak vaksin booster sm mamah biar ntr pas libur semester kota ko ragu ya takutt demam sakit tolong cerah,"take the booster vaccine with mom so that when the city semester holiday comes, why don't you doubt it, I'm afraid of a fever, please shine bright"
103,13813,2022-05-19 08:07:20+00:00,ajar proses bentuk antibodi vaksin timbul reaksi post vaksinal yang kenal kipi opini mati sebab booster vaksin tau riwayat sehat timbul,"teach the process of forming vaccine antibodies, a post-vaccination reaction occurs"
104,16293,2022-05-21 12:32:05+00:00,ajibb banget vaksin booster maasayaaaallah,"The booster vaccine is really great, maayaallah"
105,3241,2022-01-09 14:31:23+00:00,akademikus surati jokowi lembaga riset kembali brin petisibrin kembalikaneijkman petisibrin kembalikanbarunajaya eijkman barunajaya petisi url,academic letter writes jokowi research institute returns brin petisibrin returnskaneijkman petisibrin returnsbarunajaya eijkman barunajaya petition url
106,10868,2022-05-14 00:54:06+00:00,akhir ramai kena covid kali vaksin booster laku anggap kena kena,"At the end of the day, a lot of people get covid. This time the booster vaccine is considered to have been hit"
107,12029,2022-05-17 04:40:55+00:00,akhirnyaa selesai booster vaksin moderna,finally finished moderna vaccine booster
108,6933,2022-03-07 13:33:37+00:00,akhirnyaa sertifikat vaksin booster,finally a booster vaccine certificate
109,15753,2022-05-20 04:05:43+00:00,akhirnyaaa vaksin booster,Finally a booster vaccine
110,16256,2022-05-21 16:24:19+00:00,aksjskskakaka gue kayang langsung habis vaksin booster nyut nyut,"aksjskskakaka, I feel like I've run out of booster vaccines, it sucks"
111,3491,2022-01-09 03:14:21+00:00,aktris betty white tinggal terima booster vaksin covid url,actress betty white just received a booster for covid vaccine url
112,4253,2022-03-03 15:11:33+00:00,aku guna vaksinasi booster rendah jelas kad sehat maros url maros capai vaksin booster kabupaten maros rendah antidaka sekira orang jalan vaksinasi url url,I use low booster vaccination clear Maros health card Maros url get Maros district booster vaccine low no if people take vaccination url url
113,234,2021-11-24 04:09:53+00:00,akun nanya kipi kipi tutup rahasia rahasia identitas mati komorbid bos vaksin maha efek ya nama,"kipi kipi's account has closed the secret of the identity of the dead comorbid, the boss of the vaccine is very effective, yes, the name"
114,609,2021-12-20 08:27:19+00:00,akun saya bln yl follower an semenjak vaksin tahap booster capt skr an makasih capt salam captnadjibfriends moga sehat bahagia,"my account is a month old follower since the booster stage of the vaccine, capt now, thank you, capt, greetings, captnadjibfriends, hope you are healthy and happy"
115,10677,2022-05-14 04:20:26+00:00,alahh ga booster ya paksa booster hey bagus kalo vaksin booster tintidakat imun kuat lawan virus indo doang y orang yang ngeluh kasih vaksin,"God isn't a boss, just force a good booster if the booster vaccine takes a strong immune system against the Indonesian virus, only people who complain about giving vaccines"
116,144,2021-11-25 06:55:31+00:00,alam imunisasi harga variasi gantung imunisasi pake produk yang vaksin anak ga yang sampe jt sih mahal jt ga bln abis segitu yang cm rb tapi lupa pas vaksin beda rs juga udah beda harga,"In the nature of immunization, the price of variation depends on immunization, using a product that vaccinates children or not, it's still expensive, it's not a month or so, it's only that much in cm, but I forgot when the vaccine was different, the RS was also different in price."
117,207,2021-11-24 22:55:33+00:00,alami kipi mati tidak sorot media bilang vaksin sehat evaluasimendalamvaksinc evaluasimendalamvaksinc url,natural kipi die not highlight the media say healthy vaccines in-depth evaluationvaccines in-depth evaluationvaccines url
118,12151,2022-05-17 00:11:04+00:00,alas bangun pagi tambah tidur fine brekky ama bestie ngejar flight vaksin booster,"when you wake up in the morning, you get more sleep, fine brekky and bestie, chasing the booster vaccine flight"
119,10612,2022-05-14 05:37:43+00:00,alas tidak vaksin booster benefitnya msudahorotnya panasaran aing sm org bgini,"the reason is not the booster vaccine, the benefits are already getting hotter by people like this"
120,148,2021-11-25 06:55:15+00:00,alas guna vaksin lokal desak indonesia benar daulat dalam penuh butuh vaksin butuh vaksin dalam negeri sngt dg rencana perintah untuk booster pd dpruntuknegeri,The basis for using local vaccines urges Indonesia to be truly sovereign in full need of vaccines. Domestic vaccines are urgently needed with a planned order for a booster at the national parliament
121,1131,2021-12-14 05:09:10+00:00,alas kemenkes prioritas vaksin corona sinovac sunti anak usia kumparannews url,"the priority of the ministry of health for the corona vaccine, sinovac sunti, children aged coilnews url"
122,7547,2022-03-10 18:03:51+00:00,alas yang bisnis vaksin booster masih gurih duit untuk milu sdh habis takut tidak ring seiiring ganti kabinet,"The reason is that the booster vaccine business is still tasty. The money for Milu has run out, I'm afraid it won't ring with changing cabinets"
123,3173,2022-01-09 23:25:51+00:00,alhamdulilah dah tarikh booster vaksin pon dos az dos az boosters az url,"Thank God, the date for the booster vaccine is pon dos az dos az boosters az url"
124,13981,2022-05-19 03:57:19+00:00,alhamdulilah masayaarakat sadar vaksinasi walapun bijak kering maser presiden jokowi maju bangsa url,"Thank God, people are aware of vaccination, even though it is wise to dry the mask of President Joko Widodo, the nation is progressing url"
125,2731,2021-12-17 14:16:29+00:00,alhamdulilah selesai vaksin pfizer kipi muncul tv,"Thank God, after the pfizer kipi vaccine, TV appeared"
126,716,2021-12-18 14:25:33+00:00,alhamdulillah amrik sumbang vaksin covid jenis ofizer juta dosis perintah indonesia vaksinasiefektiflawanpandemi ikhtiaratasipandemi url,"Thank God America donates pfizer type of covid vaccine, million doses of the Indonesian government, effective vaccination against the pandemic, the effort to overcome the pandemic url"
127,6819,2022-03-07 16:34:44+00:00,alhamdulillah dosen tenaga didik stie indragiri vaksin dosis iii booster terima kasih pemkab indragiri hulu dinas sehat kabupaten indragiri hulu puskesmas sipayung ayovaksin stopcovid stieijaya url,"thank God, lecturer, student, Stie Indragiri, booster dose III, thank you, Indragiri Hulu Regency Government, Health Service, Indragiri Hulu Regency Health Center, Ayovaccine, Stopcovid, Stieijaya, URL"
128,10650,2022-05-14 04:47:04+00:00,alhamdulillah tidak vaksin palagi booster pake booster tanaka rumah nonton tv,"Thank God there's no vaccine, let alone a booster using a booster at home, watching TV"
129,7516,2022-03-10 20:28:52+00:00,alhamdulillah i got the booster moga nular ibra ya nak neng deh fight bareng dua kena kopit delta dapet vaksin,"Thank God I got the booster, hopefully Ibra will spread it"
130,6884,2022-03-07 14:36:42+00:00,alhamdulillah ibu-ayah sudah vaksin booster sudah tenang,"Thank God moms and dads have had the booster vaccine, they've calmed down"
131,7364,2021-11-25 01:09:00+00:00,alhamdulillah marin cocok booster takde side efek teruk lepas demam kebah vaksin selamat vaksin makhluk tuan makhluk selamat tiada daya upaya daya upaya tuhan yang pinjam dari url,"Thank God, the booster matched, there was no side effect, the bad effect was released from the fever."
132,14055,2022-05-19 02:49:00+00:00,alhamdulillah masayaarakat indonesia sadar vaksinasi moga indonesia bebas covid jokowi maju bangsa url,"Thank God the Indonesian people are aware of vaccinations, hopefully Indonesia will be free from Covid, Jokowi, the nation will progress url"
133,421,2021-12-09 08:36:57+00:00,alhamdulillah me myself ayah dah booster tinggal adik dgn along je orang az dgn pfizer url,"Thank God, my father has boosted myself, only brother and sister just along with Az with pfizer url"
134,132,2021-11-25 06:56:46+00:00,alhamdulillah pagi tun dr mahathir selamat lentidakap dos galak vaksin covid beliau ijn maklum tun siti hasmah bahawa tun dr mahathir alami kesan samping serius lepas vaksinasi dalam sihat url,alhamdulillah morning tun dr Mahathir safely completed the fierce dose of the covid vaccine he agreed to understand tun siti hasmah that tun dr Mahathir experienced serious side effects after vaccination in good health url
135,4457,2022-03-03 10:45:40+00:00,alhamdulillah sak keluarga dewe gaonok sing positif corona wes vaksin ping pindo ibuk wes vaksin booster lek onok sing koyok ngene gausah diece kene soale tidak njaluk kenek corona kene yo gatau ngehujat lek onok sing kenek corona,"Thank God, the family of Dewe Gaonok Sing, positive for Corona, Wes, Pindo Pindo Vaccine, Ibuk Wes, Booster Vaccine, Lek Onok, Sings, Koyok, Don't worry, Diece, Come here."
136,7264,2022-03-07 07:10:32+00:00,alhamdulillah selesai vaksin booster url,Thank God the url booster vaccine is finished
137,7117,2022-03-07 10:08:12+00:00,alhamdulillah saya vaksin booster tenang aja aman smua url,"Thank God, I got the booster vaccine, don't worry, all URLs are safe"
138,8244,2022-03-10 09:43:30+00:00,alhamdulillah tadii siang sudah vaksin booster dr kerja bentar jadii super saia nih,"Thank God, this afternoon I got a booster vaccine from work so it's super saia"
139,16482,2022-05-21 01:57:22+00:00,alhamdulillah vaksin booster,thank god booster vaccine
140,6795,2022-03-07 19:13:43+00:00,alhamdulillah vaksin booster engga efek,Thank God the booster vaccine didn't work
141,7078,2022-03-07 10:49:34+00:00,alhamdulillah vaksin booster moga sehat aamiin,alhamdulillah booster vaccine hope you are healthy amen
142,13985,2022-05-19 03:50:58+00:00,alhamdulillah vaksin booster tualang,Thank God the tualang booster vaccine
143,700,2021-12-19 06:15:08+00:00,alhamdulillah vaksin covid dosis booster pfizrer dosis az,Thank God the booster dose of covid vaccine is pfizer dose of az
144,7430,2021-11-24 06:46:44+00:00,alhamdulillah vaksin gaada efek samping samsek,Thank God the vaccine doesn't have any side effects
145,3962,2022-01-08 09:39:27+00:00,all england open wajib booster beda jenis vaksin withdraw ato buruk canceled postapioned,all england open mandatory booster different types of vaccine withdraw or bad canceled postapioned
146,2951,2021-12-15 17:04:27+00:00,almarhum alami kipi myocarditis akibat vaksin c,deceased suffers from kipi myocarditis due to c . vaccine
147,10391,2022-05-14 10:54:14+00:00,alright nan ah abis booster kemarin nyeri gitu tidak make sure to take a paracetamol nyeri demam kemarin gitu abis vaksin ngerjain kerja,"alright nan ah, after yesterday's booster it hurt, didn't make sure to take a paracetamol, I had a fever yesterday after the vaccine got to work"
148,5048,2022-03-02 14:13:02+00:00,alumni sinovac booster pfizer langsung nggereges ya besti,"sinovac booster pfizer alumni are rushing right away, besti"
149,14125,2022-05-19 02:11:52+00:00,aman loh vaksin booster gaess,safe booster vaccine guys
